group,field_name,data_key,value,source,last_updated,restatement,row_id,row_type,company_id,company_url,top_tab,subtab,page_url,error,company_name
Change in emissions calculation or reporting boundary,Change in Scope 2 location-based GHG emissions calculation or reporting boundary,disclose_s2_lb_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_lb_emissions_change_type,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Scope 2 Market-Based Emissions,Scope 2 Market-Based Emissions,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Total Scope 2 Market-Based Emissions,Total Scope 2 Market-Based Emissions,,,,,,row-details-scope_2_mb_total_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Total Scope 2 Market-Based Emissions,Total Scope 2 market-based GHG emissions in tCO₂e,total_s2_mb_emissions_ghg,160313 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s2_mb_emissions_ghg,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Methodology,Methodology,,,,,,row-details-scope_2_mb_methodology_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Methodology,Methodology used to calculate Scope 2 market-based GHG emissions,s2_mb_emissions_method,The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition),CDP Climate Change 2023,2023-07-26,,row-details-s2_mb_emissions_method,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Exclusions,Exclusions,,,,,,row-details-scope_2_mb_exclusions_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Exclusions,Scope 2 market-based GHG emissions sources excluded from inventory,disclose_s2_mb_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_mb_emissions_exclusion,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Exclusion 1,Exclusion 1,,,,,,row-details-s2_mb_emissions_exclusion_dict.{::0},group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_2_mb_changes_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
Change in emissions calculation or reporting boundary,Change in Scope 2 market-based GHG emissions calculation or reporting boundary,disclose_s2_mb_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_mb_emissions_change_type,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE2,,Itoham Yonekyu Holdings
,Breakdown,,,,,,,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
,Scope 3 GHG emissions breakdown source,disclose_s3_emissions_bd_source,GHG Protocol,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s3_emissions_bd_source,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Total Scope 3 Emissions,Total Scope 3 Emissions,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Total Scope 3 Emissions,Total Scope 3 GHG emissions in tCO₂e,total_s3_emissions_ghg,7740500 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s3_emissions_ghg,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 1 (Purchased goods and services),Category 1 (Purchased goods and services),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Relevancy and rationale if not disclosed,Relevancy and rationale if not disclosed,,,,,,row-details-scope_3_ghgp_c1_relevancy_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Relevancy and rationale if not disclosed,Relevancy of Scope 3 Category 1 (Purchased goods and services) GHG emissions,s3_ghgp_c1_emissions_relevancy,Relevant,CDP Climate Change 2023,2023-07-26,,row-details-s3_ghgp_c1_emissions_relevancy,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Emissions,Emissions,,,,,,row-details-scope_3_ghgp_c1_emissions_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Emissions,Total Scope 3 Category 1 (Purchased goods and services) GHG emissions in tCO₂e,total_s3_ghgp_c1_emissions_ghg,6455100 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s3_ghgp_c1_emissions_ghg,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Methodology,Methodology,,,,,,row-details-scope_3_ghgp_c1_methodology_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Methodology 1,Methodology 1,,,,,,row-details-s3_ghgp_c1_emissions_method_dict.{::0},group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Methodology 1,Methodology type used to calculate Scope 3 Category 1 (Purchased goods and services) GHG emissions (1),s3_ghgp_c1_emissions_method_type,Spend-based method,CDP Climate Change 2023,2023-07-26,,row-details-s3_ghgp_c1_emissions_method_dict.{::0}.s3_ghgp_c1_emissions_method_type,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Methodology 1,Description of methodology used to calculate Scope 3 Category 1 (Purchased goods and services) GHG emissions (1),s3_ghgp_c1_emissions_method_desc,調達金額×係数で算出,CDP Climate Change 2023,2023-07-26,,row-details-s3_ghgp_c1_emissions_method_dict.{::0}.s3_ghgp_c1_emissions_method_desc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Exclusions,Exclusions,,,,,,row-details-scope_3_ghgp_c1_exclusions_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Exclusions,Scope 3 Category 1 (Purchased goods and services) GHG emissions sources excluded from inventory,disclose_s3_ghgp_c1_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s3_ghgp_c1_emissions_exclusion,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Exclusion 1,Exclusion 1,,,,,,row-details-s3_ghgp_c1_emissions_exclusion_dict.{::0},group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_3_ghgp_c1_changes_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Change in emissions calculation or reporting boundary,Change in Scope 3 Category 1 (Purchased goods and services) GHG emissions calculation or reporting boundary,disclose_s3_ghgp_c1_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s3_ghgp_c1_emissions_change_type,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 2 (Capital goods),Category 2 (Capital goods),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 3 (Fuel- and energy-related activities not included in Scope 1 or Scope 2),Category 3 (Fuel- and energy-related activities not included in Scope 1 or Scope 2),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 4 (Upstream transportation and distribution),Category 4 (Upstream transportation and distribution),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 5 (Waste generated in operations),Category 5 (Waste generated in operations),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 6 (Business travel),Category 6 (Business travel),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 7 (Employee commuting),Category 7 (Employee commuting),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 8 (Upstream leased assets),Category 8 (Upstream leased assets),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 9 (Downstream transportation and distribution),Category 9 (Downstream transportation and distribution),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 10 (Processing of sold products),Category 10 (Processing of sold products),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 11 (Use of sold products),Category 11 (Use of sold products),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 12 (End-of-life treatment of sold products),Category 12 (End-of-life treatment of sold products),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 13 (Downstream leased assets),Category 13 (Downstream leased assets),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 14 (Franchises),Category 14 (Franchises),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Category 15 (Investments),Category 15 (Investments),,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Other Scope 3 Emissions,Other Scope 3 Emissions,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Indirect GHG emissions from transportation,Indirect GHG emissions from transportation,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Indirect GHG emissions from products used by organization,Indirect GHG emissions from products used by organization,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Indirect GHG emissions associated with the use of products from the organization,Indirect GHG emissions associated with the use of products from the organization,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
Indirect GHG emissions from other sources,Indirect GHG emissions from other sources,,,,,,,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=SCOPE3,,Itoham Yonekyu Holdings
,Assurance/Verification 1,,,,,,,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS,ASSURANCE AND VERIFICATION,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION,,Itoham Yonekyu Holdings
,"Basis of reduction: Absolute | Base Year: 2017 | Target Year: 2023 | Scope: 2017-2031: Scope 1, Scope 2 market-based",,,,,,,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target details,Target details,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target details,Target status,tgt_abs_status,Active,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_status,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target details,Year target set,tgt_abs_year_set,2023,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_year_set,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target coverage,Target coverage,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_coverage_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target coverage,Scopes included in target,tgt_abs_cvg_scope,"Scope 1, Scope 2 market-based",CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_scope,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target coverage,Additional description of target coverage,tgt_abs_cvg_desc,当社グループの温室効果ガス排出量は、財務支配力基準を用いて、当社の国内外の子会社全てを対象範囲としており、除外項目はありません。,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_desc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target coverage,Percentage of base year total Scope 1 GHG emissions covered by target,tgt_abs_base_year_s1_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s1_perc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target coverage,Percentage of base year total Scope 2 GHG emissions covered by target,tgt_abs_base_year_s2_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s2_perc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target coverage,Percentage of base year total GHG emissions covered by target,tgt_abs_base_year_total_perc,100 %,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_total_perc,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Base year,Base year,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Base year,Base year,tgt_abs_base_year,2017,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Base year,Base year Scope 1 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s1_emissions,194533 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s1_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Base year,Base year Scope 2 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s2_emissions,181719 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s2_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Base year,Base year total GHG emissions covered by target in tCO₂e,tgt_abs_base_year_total_emissions,376252 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_total_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target year,Target year,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_group,group,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target year,Target year,tgt_abs_target_year,2031,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
Target year,Target year total GHG emissions in tCO₂e,tgt_abs_target_year_total_emissions,188126 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_total_emissions,item,18166,https://nzdpu.com/companies/18166?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/18166?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2017_2031_S1S2MB_23,,Itoham Yonekyu Holdings
